Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledDomestic,SpiceJet,2021,08,5835,8725.617,4995.994,583539.000,562899.434,707219.275,79.593,3246.669,,3246.669,42217.458,3669.486,,45886.944,62216.284,73.754
ScheduledDomestic,SpiceJet,2021,09,6292,9312.950,5248.530,601529.000,575449.953,729888.494,78.841,3363.811,,3363.811,43158.746,3785.284,0.000,46944.030,64263.173,73.050
ScheduledDomestic,SpiceJet,2021,10,7837,11992.167,6869.238,810239.000,808847.995,984251.680,82.179,4123.552,,4123.552,60663.600,4742.332,0.000,65405.932,86572.231,75.551
ScheduledDomestic,SpiceJet,2021,11,9010,13969.017,8152.280,1078210.000,1081602.223,1247828.353,86.679,3632.314,,3632.314,81120.167,4256.701,,85376.868,109654.473,77.860
ScheduledDomestic,SpiceJet,2021,12,9609,14746.333,8626.072,1150688.000,1149594.855,1337371.283,85.959,4422.855,,4422.855,86219.614,5232.091,,91451.705,122177.594,74.851
ScheduledDomestic,SpiceJet,2022,01,7007,10515.283,6119.547,679827.000,681716.700,928732.367,73.403,3701.539,,3701.539,51128.753,4373.832,,55502.584,85517.439,64.902
ScheduledDomestic,SpiceJet,2022,02,6903,10332.800,5955.003,820397.000,790004.289,887039.085,89.061,3266.405,,3266.405,59250.322,3739.318,,62989.640,82133.478,76.692
ScheduledDomestic,SpiceJet,2022,03,8722,13264.133,7731.789,1020817.000,1013447.149,1166633.683,86.869,4084.681,,4084.681,76008.536,4805.747,,80814.283,107108.668,75.451
ScheduledDomestic,SpiceJet,2022,04,8709,13350.900,7812.284,1000901.000,1011623.065,1178059.255,85.872,4560.828,,4560.828,75871.730,5422.050,0.000,81293.780,107677.645,75.497
ScheduledDomestic,SpiceJet,2022,05,9675,14959.617,8731.884,1152182.000,1181830.842,1326543.901,89.091,4537.188,,4537.188,88637.313,5578.854,,94216.167,121211.529,77.729
ScheduledDomestic,SpiceJet,2022,06,8922,13806.850,7998.930,1001649.000,1013624.994,1205972.812,84.050,4329.344,,4329.344,76021.875,5318.644,,81340.519,110540.375,73.584
ScheduledDomestic,SpiceJet,2022,07,6605,10432.283,6115.717,775824.000,793607.194,937033.891,84.694,4133.891,,4133.891,59520.540,5068.455,,64588.994,86150.339,74.972
ScheduledDomestic,SpiceJet,2022,08,6850,10655.467,6253.644,798347.000,809044.068,956491.497,84.585,3885.302,,3885.302,60678.305,4786.999,,65465.304,89070.605,73.498
ScheduledDomestic,SpiceJet,2022,09,6233,5774.455,9703.967,753485.000,766968.579,894269.312,85.765,3639.423,,3639.423,57522.643,4367.917,,61890.560,82572.473,74.953
ScheduledDomestic,SpiceJet,2022,10,6549,10447.667,6344.910,828531.000,872471.671,990306.115,88.101,3204.707,,3204.707,65435.375,3892.638,0.000,69328.013,92314.651,75.100
ScheduledDomestic,SpiceJet,2022,11,6337,9938.600,6096.034,875668.000,917841.409,998105.461,91.958,3265.308,,3265.308,68838.106,4058.221,,72896.327,94261.119,77.334
ScheduledDomestic,SpiceJet,2022,12,6838,6496.279,10585.400,963522.000,999968.668,1078550.355,92.714,3580.563,,3580.563,74997.650,4419.074,,79416.724,101607.008,78.161
ScheduledDomestic,SpiceJet,2023,01,6542,10332.867,6279.017,913814.000,948361.900,1042236.609,90.993,3366.701,,3366.701,71127.142,4104.744,,75231.886,97776.557,76.943
ScheduledDomestic,SpiceJet,2023,02,5744,9171.717,5647.101,858261.000,904387.800,960708.483,94.138,3316.460,,3316.460,67829.085,4100.586,,71929.671,89976.180,79.943
ScheduledDomestic,SpiceJet,2023,03,5801,9348.150,5707.304,827166.000,877792.727,950600.272,92.341,3085.465,,3085.465,65834.455,3793.255,0.000,69627.709,89910.691,77.441
ScheduledDomestic,SpiceJet,2023,04,5118,8338.750,5092.332,741386.000,781789.593,847636.139,92.232,4272.174,,4272.174,58634.219,5212.509,,63846.729,79627.202,80.182
ScheduledDomestic,SpiceJet,2023,05,4971,7924.317,4816.164,719797.000,744361.645,785375.951,94.778,4343.031,,4343.031,55827.123,5120.427,0.000,60947.551,73296.793,83.152
ScheduledDomestic,SpiceJet,2023,06,4087,6364.550,3743.767,555248.000,546278.520,583707.388,93.588,3895.126,,3895.126,40970.889,4517.988,,45488.877,53885.207,84.418
ScheduledDomestic,SpiceJet,2023,07,3980,6348.917,3679.561,504227.000,502870.518,565941.674,88.856,3127.829,,3127.829,37715.289,3539.043,0.000,41254.332,51799.934,79.642
ScheduledDomestic,SpiceJet,2023,08,3999,6193.367,3689.829,541051.000,533081.279,586678.785,90.864,3269.608,,3269.608,39981.096,3606.483,0.000,43587.579,54790.586,79.553
ScheduledDomestic,SpiceJet,2023,09,4036,6333.233,3729.657,544605.000,537851.403,588645.228,91.371,3129.270,,3129.270,40338.855,3507.885,0.000,43846.740,54981.134,79.749
ScheduledDomestic,SpiceJet,2023,10,4603,7034.567,4294.722,627964.000,637102.645,706941.238,90.121,2490.705,,2490.705,47782.698,2756.502,,50539.200,65362.455,77.321
ScheduledDomestic,SpiceJet,2023,11,5439,8444.500,5183.983,784533.000,799382.428,880515.332,90.786,3249.261,,3249.261,59953.682,3850.124,,63803.806,82912.673,76.953
ScheduledDomestic,SpiceJet,2023,12,5234,8111.717,4974.617,771972.000,791503.174,846670.164,93.484,2436.025,,2436.025,59362.738,2886.451,,62249.189,78987.027,78.809
ScheduledDomestic,SpiceJet,2024,01,4997,7553.633,4549.914,740084.000,723701.856,772698.542,93.659,2503.698,,2503.698,54277.639,2859.884,,57137.523,72811.723,78.473
ScheduledDomestic,SpiceJet,2024,02,4480,6809.150,4096.594,658810.000,656272.964,694712.824,94.467,3099.105,,3099.105,49220.472,3573.299,0.000,52793.771,64822.441,81.444
ScheduledDomestic,SpiceJet,2024,03,4802,7391.583,4493.555,702476.000,709538.813,765060.110,92.743,3133.968,,3133.968,53215.411,3626.077,0.000,56841.488,72015.515,78.930
ScheduledDomestic,SpiceJet,2024,04,4397,6795.667,4121.634,617484.000,629399.100,692788.557,90.850,2316.734,0.000,2316.734,47204.933,2773.652,0.000,49978.584,63549.329,78.645
ScheduledDomestic,SpiceJet,2024,05,4004,6028.033,3596.778,554464.000,549305.419,583603.901,94.123,2206.616,,2206.616,41197.906,2562.268,,43760.175,52936.166,82.666
ScheduledDomestic,SpiceJet,2024,06,3637,5548.817,3313.000,499538.000,499202.836,545609.619,91.495,2304.697,0.000,2304.697,37440.213,2681.986,0.000,40122.199,48787.058,82.239
ScheduledDomestic,SpiceJet,2024,07,3115,4610.100,2650.702,405360.000,380158.361,421080.553,90.282,1955.255,,1955.255,28511.877,2127.793,,30639.671,37332.985,82.071
ScheduledDomestic,SpiceJet,2024,08,2729,3877.550,2163.233,302378.000,268364.222,331279.974,81.008,1533.102,,1533.102,20127.317,1594.919,,21722.236,28971.210,74.979
ScheduledDomestic,SpiceJet,2024,09,2281,3276.950,1865.316,261053.000,237263.798,295276.268,80.353,1421.467,,1421.467,17794.785,1517.240,,19312.025,25768.344,74.945
ScheduledDomestic,SpiceJet,2024,10,3079,4405.200,2535.462,334601.000,314924.853,388614.408,81.038,1894.643,,1894.643,23619.364,2151.407,,25770.771,34091.035,75.594
ScheduledDomestic,SpiceJet,2024,11,3579,5355.483,3151.588,442543.000,430506.165,489922.338,87.872,1937.053,0.000,1937.053,32287.962,2227.959,,34515.921,42973.505,80.319
ScheduledDomestic,SpiceJet,2024,12,3752,5828.583,3495.747,489394.000,494633.485,565677.548,87.441,2081.066,0.000,2081.066,37097.511,2447.742,0.000,39545.253,49686.077,79.590
ScheduledDomestic,SpiceJet,2025,01,3607,5596.100,3323.999,465732.000,470566.164,540092.350,87.127,1762.465,,1762.465,35292.462,2032.772,,37325.234,47157.320,79.150
ScheduledDomestic,SpiceJet,2025,02,3407,5226.317,3039.180,453930.000,442261.689,484842.482,91.218,1488.003,,1488.003,33169.627,1624.395,,34794.022,42365.633,82.128
ScheduledDomestic,SpiceJet,2025,03,3804,5854.050,3493.633,479518.000,484082.688,570766.843,84.813,2044.137,,2044.137,36306.202,2332.409,,38638.611,50128.929,77.078
ScheduledDomestic,SpiceJet,2025,04,3026,4792.900,2801.646,379010.000,388576.028,451948.856,85.978,1306.830,,1306.830,29143.202,1425.896,,30569.098,39649.338,77.099
ScheduledDomestic,Star Air,2019,01,24,25.000,10.938,637.000,1780.278,3281.400,54.254,0.000,0.000,0.000,522.563,0.000,0.000,522.563,3281.400,15.925
ScheduledDomestic,Star Air,2019,02,100,104.000,45.496,2603.000,1194.397,2274.800,52.506,0.000,0.000,0.000,107.496,0.000,0.000,107.496,1000.901,10.740
ScheduledDomestic,Star Air,2019,03,154,161.200,70.486,4145.000,1906.451,3479.900,54.785,0.000,0.000,0.000,171.581,0.000,0.000,171.581,1531.156,11.206
ScheduledDomestic,Star Air,2019,04,148,158.000,67.775,3956.000,1790.961,3344.350,53.552,0.000,0.000,0.000,161.190,0.000,0.000,161.190,1471.510,10.954
ScheduledDomestic,Star Air,2019,05,184,201.000,96.476,5612.000,2998.187,4823.800,62.154,0.000,0.000,0.000,269.837,0.000,0.000,269.837,2412.410,11.185
ScheduledDomestic,Star Air,2019,06,202,245.000,113.912,5473.000,3179.253,5695.600,55.819,0.000,0.000,0.000,286.133,0.000,0.000,286.133,2506.064,11.418
ScheduledDomestic,Star Air,2019,07,194,210.000,110.745,4875.000,2818.623,5537.250,50.903,0.000,0.000,0.000,253.676,0.000,0.000,253.676,2436.390,10.412
ScheduledDomestic,Star Air,2019,08,168,201.000,95.738,4232.000,2540.052,4786.900,53.063,0.000,0.000,0.000,228.605,0.000,0.000,228.605,2106.236,10.854
ScheduledDomestic,Star Air,2019,09,183,219.000,100.361,4653.000,2560.528,5018.050,51.026,0.000,0.000,0.000,230.448,0.000,0.000,230.448,2207.942,10.437
ScheduledDomestic,Star Air,2019,10,209,208.000,113.481,6232.000,3376.393,5674.050,59.506,0.000,0.000,0.000,303.875,0.000,0.000,303.875,2496.582,12.172
ScheduledDomestic,Star Air,2019,11,235,208.000,159.147,8562.000,6001.917,7957.350,75.426,0.000,0.000,0.000,534.155,0.000,0.000,534.155,3501.234,15.256
ScheduledDomestic,Star Air,2019,12,263,320.000,173.599,10705.000,7136.500,8679.950,82.218,0.000,0.000,0.000,642.285,0.000,0.000,642.285,3819.178,16.817
ScheduledDomestic,Star Air,2020,01,278,349.000,190.671,10921.000,7601.703,9533.550,79.736,,,,684.153,,,684.153,4075.566,16.787
ScheduledDomestic,Star Air,2020,02,278,380.400,210.117,11622.000,8473.734,10505.850,80.657,,,,761.870,,,761.870,4384.182,17.378
ScheduledDomestic,Star Air,2020,03,253,330.000,210.117,8033.000,6421.409,9371.500,68.521,,,,577.927,,,577.927,4123.460,14.016
ScheduledDomestic,Star Air,2020,05,22,26.000,14.000,403.000,256.000,683.000,37.482,,,,23.000,,,23.000,301.000,7.641
ScheduledDomestic,Star Air,2020,06,217,248.000,129.000,5952.000,3645.700,6473.200,56.320,,,,328.000,,,328.000,2815.000,11.652
ScheduledDomestic,Star Air,2020,07,216,247.000,129.875,5651.000,3568.897,6493.750,54.959,,,,321.201,,,321.201,2823.590,11.376
ScheduledDomestic,Star Air,2020,08,230,274.000,145.087,7339.000,4761.059,7254.350,65.630,,,,394.698,,,394.698,2899.974,13.610
ScheduledDomestic,Star Air,2020,09,240,298.000,160.567,8463.000,5923.930,8028.350,73.788,,,,454.380,,,454.380,3030.786,14.992
ScheduledDomestic,Star Air,2020,10,246,309.000,168.706,8804.000,6226.743,8435.300,73.818,,,,472.788,,,472.788,3103.914,15.232
ScheduledDomestic,Star Air,2020,11,294,397.000,213.787,10653.000,8080.772,10689.350,75.596,,,,727.269,,,727.269,4703.314,15.463
ScheduledDomestic,Star Air,2020,12,341,468.000,245.065,12824.000,9357.493,12253.250,76.367,,,,842.174,,,842.174,5525.432,15.242
ScheduledDomestic,Star Air,2021,01,436,582.000,305.297,15518.000,11175.086,15264.850,73.208,,,,1005.758,,,1005.758,6716.534,14.974
ScheduledDomestic,Star Air,2021,02,455,599.000,318.268,17886.000,12827.262,15913.400,80.607,,,,1154.454,,,1154.454,7001.896,16.488
ScheduledDomestic,Star Air,2021,03,532,725.000,375.505,18746.000,13926.577,18775.250,74.175,,,,1253.392,,,1253.392,8261.110,15.172
ScheduledDomestic,Star Air,2021,04,453,634.000,334.041,12578.000,10226.530,16702.050,61.229,,,,920.388,,,920.388,8261.110,11.141
ScheduledDomestic,Star Air,2021,05,332,480.000,255.168,6847.000,5670.236,12758.400,44.443,,,,510.321,,,510.321,5613.696,9.091
ScheduledDomestic,Star Air,2021,06,379,533.000,286.244,12492.000,9940.339,14312.200,69.454,,,,894.631,,,894.631,6297.368,14.206
ScheduledDomestic,Star Air,2021,07,470,533.000,345.329,16469.000,12926.141,17266.450,74.863,,,,1168.540,,,1168.540,7597.238,15.381
ScheduledDomestic,Star Air,2021,08,517,712.050,379.337,18187.000,14272.447,18966.850,75.249,,,,1289.045,,,1289.045,8345.414,15.446
ScheduledDomestic,Star Air,2021,09,529,764.520,408.394,18158.000,14957.533,20419.700,73.251,,,,1346.178,,,1346.178,8984.668,14.983
ScheduledDomestic,Star Air,2021,10,513,736.170,393.375,19525.000,15732.700,19668.750,79.988,,,,1415.943,,,1415.943,8654.250,16.361
ScheduledDomestic,Star Air,2021,11,525,736.170,398.590,20541.000,16253.448,19929.500,81.555,,,,1462.810,,,1462.810,8768.980,16.682
ScheduledDomestic,Star Air,2021,12,537,775.220,414.068,21315.000,17030.776,20703.400,82.261,,,,1532.770,,,1532.770,9109.496,16.826
ScheduledDomestic,Star Air,2022,01,479,616.190,372.011,14884.000,12659.423,18600.550,68.059,,,,1139.348,,,1139.348,8184.242,13.921
ScheduledDomestic,Star Air,2022,02,473,686.700,368.329,17500.000,14287.429,18416.450,77.580,,,,1285.869,,,1285.869,8103.238,15.869
ScheduledDomestic,Star Air,2022,03,539,789.410,422.955,21137.000,16978.773,21147.750,80.286,,,,1528.090,,,1528.090,9305.010,16.422
ScheduledDomestic,Star Air,2022,04,519,753.960,403.035,20599.000,16512.860,20151.750,81.943,,,,1486.157,,,1486.157,9617.850,15.452
ScheduledDomestic,Star Air,2022,05,527,759.000,406.000,21355.000,16920.000,20285.000,83.411,,,,1523.000,,,1523.000,9427.000,16.156
ScheduledDomestic,Star Air,2022,06,534,761.280,399.023,21087.000,16327.238,19951.150,81.836,,,,1469.451,,,1469.451,8778.506,16.739
ScheduledDomestic,Star Air,2022,07,529,744.240,387.720,19610.000,15090.376,19386.000,77.842,,,,1358.134,,,1358.134,8529.840,15.922
ScheduledDomestic,Star Air,2022,08,510,713.400,372.171,19438.000,14754.313,18608.550,79.288,,,,1327.888,,,1327.888,8187.762,16.218
ScheduledDomestic,Star Air,2022,09,463,650.940,339.223,17649.000,13429.018,16961.150,79.175,,,,1208.612,,,1208.612,7462.906,16.195
ScheduledDomestic,Star Air,2022,10,459,646.400,334.680,17439.000,13293.098,16734.000,79.438,,,,1196.379,0.000,0.000,1196.379,7362.960,16.249
ScheduledDomestic,Star Air,2022,11,496,697.520,360.930,19802.000,14686.961,18046.500,81.384,,,,1321.826,,,1321.826,7940.460,16.647
ScheduledDomestic,Star Air,2022,12,500,691.020,351.076,20171.000,14540.154,17553.800,82.832,,,,1338.461,,,1338.461,7723.672,17.329
ScheduledDomestic,Star Air,2023,01,421,570.920,288.464,16278.000,11425.175,14423.200,79.214,,,,1028.266,,,1028.266,6346.208,16.203
ScheduledDomestic,Star Air,2023,02,390,516.220,256.550,14948.000,10067.511,12827.500,78.484,,,,906.076,,,906.076,5644.100,16.054
ScheduledDomestic,Star Air,2023,03,502,667.830,334.229,18252.000,12385.662,16711.450,74.115,,,,1114.710,,,1114.710,7353.038,15.160
ScheduledDomestic,Star Air,2023,04,504,677.740,341.861,18907.000,12857.126,17093.050,75.218,,,,1157.141,,,1157.141,7520.942,15.386
ScheduledDomestic,Star Air,2023,05,587,795.000,394.000,25597.000,17772.000,21881.000,81.221,,,,1271.000,,,1271.000,8678.000,14.646
ScheduledDomestic,Star Air,2023,06,639,895.000,652.460,24554.000,16919.648,23468.149,72.096,,,,1522.768,,,1522.768,9401.502,16.197
ScheduledDomestic,Star Air,2023,07,718,1011.000,19219.424,28405.000,19496.293,27522.630,70.837,,,,1754.666,,,1754.666,10587.522,16.573
ScheduledDomestic,Star Air,2023,08,743,1040.000,486.322,31538.000,21696.698,28193.818,76.956,,,,1952.703,,,1952.703,28193.818,6.926
ScheduledDomestic,Star Air,2023,09,667,941.000,451.015,25965.000,18810.917,25766.664,73.005,,,,1692.983,,,1692.983,25766.664,6.570
ScheduledDomestic,Star Air,2023,10,818,1150.000,527.000,35635.000,23643.842,31235.650,75.695,,,,2127.948,,,2127.948,31864.862,6.678
ScheduledDomestic,Star Air,2023,11,887,1233.000,558.030,41018.000,26776.415,34069.376,78.594,,,,2381.764,,,2381.764,33619.576,7.084
ScheduledDomestic,Star Air,2023,12,969,1312.833,592.579,48813.000,30469.666,36665.122,83.103,,,,2742.270,,,2742.270,36665.122,7.479
ScheduledDomestic,Star Air,2024,01,1009,1340.750,614.297,46974.000,29271.580,38275.728,76.476,,,,2634.442,,,2634.442,35195.593,7.485
ScheduledDomestic,Star Air,2024,02,988,1394.083,604.859,47163.000,29669.571,38664.324,76.736,,,,2670.261,,,2670.261,35251.992,7.575
ScheduledDomestic,Star Air,2024,03,1066,1523.750,655.751,43270.000,27502.298,41939.212,65.577,,,,2475.207,,,2475.207,35860.304,6.902
ScheduledDomestic,Star Air,2024,04,1171,1621.833,749.120,52819.000,34429.715,46250.890,74.441,,,,3098.674,,,3098.674,4162.580,74.441
ScheduledDomestic,Star Air,2024,05,1252,1751.417,792.464,57676.000,37329.769,49561.810,75.320,,,,3359.679,,,3359.679,4460.563,75.320
ScheduledDomestic,Star Air,2024,06,1323,1824.333,836.421,58670.000,37953.997,53089.970,71.490,,,,3415.860,,,3415.860,4778.097,71.490
ScheduledDomestic,Star Air,2024,07,1228,1719.417,745.994,52432.000,32345.331,46702.033,69.259,,,,2911.080,,,2911.080,4203.183,69.259
ScheduledDomestic,Star Air,2024,08,1119,1592.410,699.940,51412.000,32197.531,43765.562,73.568,,,,2897.778,,,2897.778,3938.901,73.568
ScheduledDomestic,Star Air,2024,09,1108,1584.917,703.505,47677.000,30294.262,45709.436,66.276,,,,2726.484,,,2726.484,4113.849,66.276
ScheduledDomestic,Star Air,2024,10,1237,1799.917,770.248,56524.000,35784.091,49829.732,71.813,,,,3220.568,,,3220.568,4484.676,71.813
ScheduledDomestic,Star Air,2024,11,1159,1554.583,674.448,56913.000,34157.000,46505.000,73.448,0.000,0.000,0.000,3073.830,,,3073.830,4185.217,73.445
ScheduledDomestic,Star Air,2024,12,1108,1463.417,613.539,59861.000,33877.000,43249.000,78.330,,,,3049.033,,,3049.033,3892.074,78.340
ScheduledDomestic,Star Air,2025,01,1165,1569.000,663.122,62994.000,36718.377,46102.956,79.644,,,,3302.000,,,3302.000,4149.266,79.580
ScheduledDomestic,Star Air,2025,02,1071,1460.083,610.873,59935.000,35512.000,42742.000,83.085,,,,3195.000,,,3195.000,3849.000,83.009
ScheduledDomestic,Star Air,2025,03,1179,1608.583,686.451,60714.000,35061.000,47535.000,73.758,,,,3263.000,,,3263.000,4277.000,76.292
ScheduledDomestic,Star Air,2025,04,1157,1712.167,668.273,61565.000,36459.128,45745.112,79.701,,,,3281.322,,,3281.322,4117.060,79.701
ScheduledDomestic,Total Domestic,2015,01,50563,83076.770,45694.381,6216341.000,5918413.627,7078492.835,83.611,35619.470,2584.000,38203.470,518293.547,41236.878,2570.020,562100.445,736657.136,76.304
ScheduledDomestic,Total Domestic,2015,02,46913,77742.710,42385.352,5988695.000,5662817.771,6541703.667,86.565,35402.400,2661.000,38063.400,496089.399,40877.087,2719.010,539685.496,679197.244,79.459
ScheduledDomestic,Total Domestic,2015,03,53254,88517.430,48165.891,6250856.000,5866034.694,7445983.820,78.781,36406.100,2698.000,39104.100,512246.992,42007.264,2789.020,557043.276,771037.213,72.246
ScheduledDomestic,Total Domestic,2015,04,53256,88373.590,48021.000,6538477.000,6203034.851,7436234.343,83.416,35202.800,3826.000,39028.800,540764.953,40574.206,4305.020,585644.179,767892.561,76.266
ScheduledDomestic,Total Domestic,2015,05,56190,91562.630,50467.576,7097141.000,6807929.775,7829387.744,86.954,39544.400,2781.000,42325.400,592576.145,46518.381,2825.020,641919.546,811030.740,79.149
ScheduledDomestic,Total Domestic,2015,07,57078,95562.850,51375.600,6747792.000,6372872.705,7947282.880,80.189,39968.790,2717.439,42686.229,554366.532,47048.307,2790.020,604204.859,847199.591,71.318
ScheduledDomestic,Total Domestic,2015,08,57561,95132.480,51733.756,6735367.000,6335025.881,8020098.189,78.989,39438.490,2609.385,42047.875,551476.876,46308.753,2646.000,600431.629,858084.543,69.973
ScheduledDomestic,Total Domestic,2015,09,56510,92384.810,50535.547,6637323.000,6232045.801,7856778.920,79.321,39080.190,2375.000,41455.190,543339.439,45654.362,2423.000,591416.801,837682.293,70.602
ScheduledDomestic,Total Domestic,2015,10,59137,97315.670,52668.747,7008489.000,6678597.000,8295454.000,80.509,42642.231,2536.000,45178.231,581115.294,49370.323,2565.000,633050.617,882860.643,71.704
ScheduledDomestic,Total Domestic,2015,11,59057,97334.730,51821.244,7289547.000,6954948.941,8353212.637,83.261,37611.022,2555.910,40166.932,603940.830,43177.531,2609.010,649727.371,887690.877,73.193
ScheduledDomestic,Total Domestic,2015,12,58821,97684.900,52130.375,7674872.000,7331974.138,8430149.927,86.973,39213.760,2541.000,41754.760,636397.920,45461.877,2557.020,684416.817,897349.106,76.271
ScheduledDomestic,Total Domestic,2016,01,60969,101540.730,53930.956,7620879.000,7270990.743,8629425.822,84.258,49179.020,2656.076,51835.096,630077.543,8950903.947,2748.010,9583729.500,14032225.500,68.298
ScheduledDomestic,Total Domestic,2016,02,58590,97464.566,52415.850,7443543.000,7043336.554,8301185.709,84.847,48016.342,2537.080,50553.422,611126.425,10608299.075,2638.020,11222063.520,16302899.409,68.835
ScheduledDomestic,Total Domestic,2016,03,63444,105991.290,56227.491,7835402.000,7454918.115,9001984.711,82.814,48360.980,2688.060,51049.040,645399.349,10813371.454,2743.080,11461513.883,17087852.953,67.074
ScheduledDomestic,Total Domestic,2016,04,63017,104680.697,55792.901,7896940.000,7530391.951,8961422.877,84.031,45899.360,2590.060,48489.420,653894.725,9813963.504,2577.010,10470435.239,16338431.083,64.085
ScheduledDomestic,Total Domestic,2016,05,66878,111832.976,59250.207,8623381.000,8231315.375,9523014.887,86.436,49454.244,2663.060,52117.304,714792.829,10744376.843,2649.010,11461818.682,17105924.760,67.005
ScheduledDomestic,Total Domestic,2016,07,66859,112375.664,59142.466,8475231.000,8041828.018,9558741.970,84.131,49877.450,3280.000,53157.450,699278.046,10626472.684,3530.000,11329280.730,17007907.340,66.612
ScheduledDomestic,Total Domestic,2016,08,66620,111550.706,59024.619,8349518.000,7837666.769,9530347.514,82.239,49825.650,3342.000,53167.650,676468.418,11531962.193,3405.000,12211835.611,18285522.830,66.784
ScheduledDomestic,Total Domestic,2016,09,65251,108061.493,57828.856,8198645.000,7714374.897,9347550.224,82.528,52587.720,3155.060,55742.780,670212.893,11547505.764,3257.090,12220975.747,17561114.242,69.591
ScheduledDomestic,Total Domestic,2016,10,70121,116108.409,62374.938,8640189.000,8182443.924,10090029.190,81.094,57617.920,3213.060,60830.980,710288.402,13144083.018,3221.090,13857592.510,21557267.832,64.283
ScheduledDomestic,Total Domestic,2016,11,69012,116256.829,61756.524,8941496.000,8496468.113,10056849.790,84.484,46445.770,2734.060,49179.830,737468.541,10435171.123,2751.090,11175390.754,16570665.022,67.441
ScheduledDomestic,Total Domestic,2016,12,70274,118384.776,63094.635,9516243.000,9078808.370,10236945.080,88.687,50507.220,2327.060,52834.280,790976.578,11502345.689,2353.695,12295675.962,17926162.274,68.591
ScheduledDomestic,Total Domestic,2017,01,70749,120523.478,63579.148,9548612.000,9184893.230,10406549.360,88.261,48824.160,3270.000,52094.160,795626.373,10832198.401,3266.032,11631090.806,17246089.338,67.442
ScheduledDomestic,Total Domestic,2017,02,64556,109411.313,57856.886,8616856.000,8227608.062,9439258.250,87.164,46644.920,3261.000,49905.920,713118.384,9805596.610,3214.000,10521928.994,15934864.623,66.031
ScheduledDomestic,Total Domestic,2017,03,71713,120620.829,63773.894,9007696.000,8548137.373,10452015.600,81.785,54709.760,3271.000,57980.760,738475.050,10942055.110,3255.000,11683785.160,17017661.239,68.657
ScheduledDomestic,Total Domestic,2017,04,69474,117314.779,61814.472,9100687.000,8688833.638,10155279.190,85.560,50135.110,2780.000,52915.110,751794.000,9868041.800,2829.000,10622664.800,15943931.770,66.625
ScheduledDomestic,Total Domestic,2017,05,74578,125749.143,66479.532,10140073.000,9716981.730,10934374.140,88.866,54771.830,2886.000,57657.830,840004.070,10977512.440,3013.000,11820529.510,16997962.880,69.541
ScheduledDomestic,Total Domestic,2017,07,74715,126025.309,66454.071,9533226.000,8995059.570,10812394.440,83.192,55356.070,3103.000,58459.070,777248.000,10886224.320,3169.000,11666641.320,16550099.271,70.493
ScheduledDomestic,Total Domestic,2017,08,74902,125519.670,66855.056,9663380.000,9092204.220,10884014.640,83.537,56354.810,3024.457,59379.267,784035.920,11112539.450,3061.000,11899636.370,16926861.930,70.300
ScheduledDomestic,Total Domestic,2017,09,73772,123288.150,66205.652,9550493.000,9066246.790,10732175.990,84.477,60811.752,3138.000,63949.752,791605.743,12356407.920,3235.000,13151248.663,18598501.485,70.711
ScheduledDomestic,Total Domestic,2017,10,79543,133994.761,71632.460,10418436.000,9894070.789,11664218.840,84.824,57655.010,2912.861,60567.871,862977.330,11173977.730,2947.010,12039902.070,17380180.748,69.274
ScheduledDomestic,Total Domestic,2017,11,75944,129225.742,68276.331,10453411.000,9887558.754,11084914.970,89.198,53769.760,3045.460,56815.220,863146.405,11110669.280,3073.000,11976888.685,17325290.980,69.130
ScheduledDomestic,Total Domestic,2017,12,81306,138668.566,73234.656,11206075.000,10671932.450,11924628.408,89.495,55690.950,3330.823,59021.772,932200.177,11163602.780,3386.000,12099188.957,17058890.168,70.926
ScheduledDomestic,Total Domestic,2018,01,83188,142439.465,74726.020,11448112.000,10825347.397,12154547.720,89.064,51874.126,3326.180,55200.306,950024.513,58660.828,3406.350,1012091.691,1324380.703,76.420
ScheduledDomestic,Total Domestic,2018,02,76683,133431.639,68858.340,10720207.000,10139537.764,11144356.730,90.984,50896.616,3013.292,53909.908,886627.992,58177.008,3056.700,947861.700,1210114.200,78.328
ScheduledDomestic,Total Domestic,2018,03,85495,146985.873,76830.320,11544833.000,10920177.484,12409988.994,87.995,57453.634,3012.368,60466.001,954137.480,65322.281,3052.300,1022512.061,1347602.837,75.876
ScheduledDomestic,Total Domestic,2018,04,83695,145279.463,75328.559,11475498.000,10905934.266,12187071.814,89.488,55367.758,2914.895,58282.653,952352.949,63275.787,2968.460,1018597.196,1330126.954,76.579
ScheduledDomestic,Total Domestic,2018,05,88321,154401.316,79654.871,11818634.000,11267295.490,12830892.273,87.814,61818.900,3065.836,64884.736,988072.718,71487.342,3145.000,1062705.060,1416827.184,75.006
ScheduledDomestic,Total Domestic,2018,07,86694,155962.539,78703.357,11658023.000,11060615.778,12769860.014,86.615,64481.720,3500.812,67982.532,977368.421,74082.648,3627.553,1055078.622,1403474.591,75.176
