Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2
2019,11,CHENNAI,JAISALMER,0.00,71.00,0.00,0.00,0.00,0.00
2019,12,CHENNAI,JAISALMER,0.00,139.00,0.00,0.00,0.00,0.00
2020,01,CHENNAI,JAISALMER,5.00,107.00,0.00,0.00,0.00,0.00
2020,02,CHENNAI,JAISALMER,0.00,96.00,0.00,0.00,0.00,0.00
2020,03,CHENNAI,JAISALMER,0.00,57.00,0.00,0.00,0.00,0.00
2024,10,CHENNAI,JAMMU,17.00,7.00,0.00,0.00,0.00,0.00
2024,11,CHENNAI,JAMMU,144.00,156.00,0.05,0.00,0.00,0.00
2024,12,CHENNAI,JAMMU,140.00,86.00,0.01,0.00,0.00,0.00
2025,03,CHENNAI,JAMMU,175.00,83.00,0.71,0.00,0.00,0.00
2021,04,CHENNAI,JHARSUGUDA,206.00,224.00,0.00,0.00,0.00,0.00
2020,08,CHENNAI,JODHPUR,1080.00,1084.00,0.54,0.00,0.00,0.00
2020,09,CHENNAI,JODHPUR,4510.00,4685.00,0.02,0.00,0.00,0.00
2020,10,CHENNAI,JODHPUR,5470.00,5472.00,0.61,0.00,0.00,0.00
2020,11,CHENNAI,JODHPUR,5360.00,4834.00,0.14,0.00,0.00,0.00
2020,12,CHENNAI,JODHPUR,5270.00,5342.00,0.00,0.00,0.04,0.00
2021,01,CHENNAI,JODHPUR,5048.00,4965.00,0.00,0.00,0.00,0.00
2021,02,CHENNAI,JODHPUR,5009.00,4724.00,0.11,0.00,0.00,0.00
2021,03,CHENNAI,JODHPUR,5180.00,4780.00,0.00,0.00,0.00,0.00
2021,04,CHENNAI,JODHPUR,4764.00,4067.00,0.00,0.00,0.00,0.00
2021,06,CHENNAI,JODHPUR,4423.00,5559.00,0.01,0.00,0.00,0.00
2021,07,CHENNAI,JODHPUR,7060.00,6720.00,0.11,0.00,0.00,0.00
2021,08,CHENNAI,JODHPUR,5345.00,5167.00,0.01,0.00,0.00,0.00
2021,09,CHENNAI,JODHPUR,4568.00,4394.00,0.30,0.00,0.00,0.00
2021,10,CHENNAI,JODHPUR,6212.00,6053.00,0.18,0.00,0.00,0.00
2021,11,CHENNAI,JODHPUR,4803.00,4116.00,0.00,0.00,0.00,0.00
2021,12,CHENNAI,JODHPUR,5105.00,5276.00,0.18,0.00,0.00,0.00
2022,01,CHENNAI,JODHPUR,4836.00,4630.00,2.27,0.01,3.06,0.00
2022,02,CHENNAI,JODHPUR,4942.00,4804.00,1.11,0.00,16.36,0.00
2022,03,CHENNAI,JODHPUR,6078.00,5944.00,0.55,0.00,0.38,0.00
2022,04,CHENNAI,JODHPUR,5344.00,4896.00,1.74,0.00,5.36,0.00
2022,05,CHENNAI,JODHPUR,5144.00,5372.00,1.15,0.01,0.00,0.00
2022,06,CHENNAI,JODHPUR,4952.00,4963.00,3.78,0.00,3.10,0.00
2022,07,CHENNAI,JODHPUR,4945.00,5072.00,5.00,0.00,8.33,0.00
2022,08,CHENNAI,JODHPUR,4863.00,5121.00,6.17,0.54,0.00,0.00
2022,09,CHENNAI,JODHPUR,4857.00,4869.00,21.16,0.00,0.00,0.00
2022,10,CHENNAI,JODHPUR,5254.00,5173.00,21.21,0.00,0.00,0.00
2022,11,CHENNAI,JODHPUR,4651.00,4907.00,22.30,0.00,0.00,0.00
2022,12,CHENNAI,JODHPUR,4765.00,5199.00,13.01,0.00,0.00,0.00
2023,01,CHENNAI,JODHPUR,4517.00,4684.00,8.49,0.00,0.00,0.00
2023,02,CHENNAI,JODHPUR,4658.00,4649.00,5.83,0.01,0.00,0.00
2023,03,CHENNAI,JODHPUR,4620.00,4775.00,6.06,0.00,0.00,0.00
2023,04,CHENNAI,JODHPUR,4874.00,3764.00,4.19,0.00,0.00,0.00
2023,05,CHENNAI,JODHPUR,4931.00,5250.00,1.77,0.00,0.00,0.00
2023,06,CHENNAI,JODHPUR,4652.00,4227.00,4.65,0.00,0.00,0.00
2023,07,CHENNAI,JODHPUR,4144.00,4223.00,0.45,18.17,0.00,1.28
2023,08,CHENNAI,JODHPUR,5083.00,4738.00,0.95,5.34,0.00,0.80
2023,09,CHENNAI,JODHPUR,5305.00,4829.00,0.65,0.00,0.04,0.38
2023,10,CHENNAI,JODHPUR,5095.00,5024.00,0.66,1.82,0.25,0.35
2023,11,CHENNAI,JODHPUR,5533.00,5154.00,4.54,0.00,0.63,0.35
2023,12,CHENNAI,JODHPUR,4732.00,4979.00,0.52,0.01,0.23,0.54
2024,11,CHENNAI,JODHPUR,0.00,172.00,0.00,0.00,0.00,0.00
2019,05,CHENNAI,KADAPA,1409.00,1834.00,0.00,0.00,0.00,0.00
2019,06,CHENNAI,KADAPA,1349.00,1636.00,0.00,0.00,0.00,0.00
2019,07,CHENNAI,KADAPA,1304.00,1652.00,0.00,0.00,0.00,0.00
2019,08,CHENNAI,KADAPA,1465.00,1720.00,0.00,0.00,0.00,0.00
2019,09,CHENNAI,KADAPA,1239.00,1303.00,0.00,0.00,0.00,0.00
2019,10,CHENNAI,KADAPA,1512.00,1666.00,0.00,0.00,0.00,0.00
2019,11,CHENNAI,KADAPA,1483.00,1708.00,0.00,0.00,0.00,0.00
2019,12,CHENNAI,KADAPA,1787.00,2091.00,0.00,0.00,0.00,0.00
2020,01,CHENNAI,KADAPA,1395.00,1671.00,0.00,0.00,0.00,0.00
2020,02,CHENNAI,KADAPA,1441.00,1940.00,0.00,0.00,0.00,0.00
2020,03,CHENNAI,KADAPA,1218.00,1250.00,0.00,0.00,0.00,0.00
2020,05,CHENNAI,KADAPA,83.00,0.00,0.00,0.00,0.00,0.00
2020,06,CHENNAI,KADAPA,549.00,331.00,0.00,0.00,0.00,0.00
2020,07,CHENNAI,KADAPA,285.00,261.00,0.00,0.00,0.00,0.00
2020,08,CHENNAI,KADAPA,245.00,497.00,0.00,0.00,0.00,0.00
2020,09,CHENNAI,KADAPA,207.00,341.00,0.00,0.00,0.00,0.00
2020,10,CHENNAI,KADAPA,782.00,908.00,0.00,0.00,0.00,0.00
2020,11,CHENNAI,KADAPA,518.00,669.00,0.00,0.00,0.00,0.00
2020,12,CHENNAI,KADAPA,1040.00,968.00,0.00,0.00,0.00,0.00
2021,01,CHENNAI,KADAPA,915.00,963.00,0.00,0.00,0.00,0.00
2021,02,CHENNAI,KADAPA,822.00,1034.00,0.00,0.00,0.00,0.00
2021,03,CHENNAI,KADAPA,981.00,1038.00,0.00,0.00,0.00,0.00
2021,04,CHENNAI,KADAPA,308.00,395.00,0.00,0.00,0.00,0.00
2022,03,CHENNAI,KADAPA,33.00,93.00,0.00,0.00,0.00,0.00
2022,04,CHENNAI,KADAPA,221.00,356.00,0.20,0.00,0.00,0.00
2022,05,CHENNAI,KADAPA,195.00,368.00,0.04,0.00,0.00,0.00
2022,06,CHENNAI,KADAPA,218.00,318.00,0.08,0.00,0.00,0.00
2022,07,CHENNAI,KADAPA,330.00,376.00,0.00,0.00,0.00,0.00
2022,08,CHENNAI,KADAPA,334.00,328.00,0.03,0.00,0.00,0.00
2022,09,CHENNAI,KADAPA,340.00,392.00,0.06,0.00,0.00,0.00
2022,10,CHENNAI,KADAPA,242.00,444.00,0.03,0.00,0.00,0.00
2022,11,CHENNAI,KADAPA,328.00,464.00,0.02,0.00,0.00,0.00
2022,12,CHENNAI,KADAPA,350.00,363.00,0.01,0.00,0.00,0.00
2023,02,CHENNAI,KADAPA,502.00,697.00,0.00,0.00,0.00,0.00
2023,03,CHENNAI,KADAPA,692.00,714.00,0.12,0.00,0.00,0.00
2023,04,CHENNAI,KADAPA,427.00,592.00,0.12,0.00,0.00,0.00
2023,05,CHENNAI,KADAPA,464.00,795.00,0.03,0.00,0.00,0.00
2019,05,CHENNAI,KANNUR,4235.00,3745.00,0.38,0.00,0.00,0.00
2019,06,CHENNAI,KANNUR,3344.00,3289.00,0.21,0.00,0.00,0.00
2019,07,CHENNAI,KANNUR,3441.00,2815.00,0.00,0.00,0.00,0.00
2019,08,CHENNAI,KANNUR,4188.00,3531.00,2.00,0.00,0.00,0.00
2019,09,CHENNAI,KANNUR,3664.00,3251.00,0.72,0.00,0.00,0.00
2019,10,CHENNAI,KANNUR,3491.00,3269.00,1.76,0.00,0.00,0.00
2019,11,CHENNAI,KANNUR,3400.00,2798.00,2.00,0.00,0.00,0.00
2019,12,CHENNAI,KANNUR,2134.00,2073.00,0.73,0.00,0.00,0.00
2020,01,CHENNAI,KANNUR,2103.00,2249.00,0.81,0.00,0.00,0.00
2020,02,CHENNAI,KANNUR,1971.00,1958.00,0.27,0.00,0.00,0.00
2020,03,CHENNAI,KANNUR,1380.00,1146.00,0.44,0.00,0.00,0.00
2020,09,CHENNAI,KANNUR,656.00,719.00,0.47,0.00,0.00,0.00
2020,10,CHENNAI,KANNUR,604.00,593.00,0.00,0.00,0.00,0.00
2020,11,CHENNAI,KANNUR,837.00,757.00,0.46,0.00,0.00,0.00
2020,12,CHENNAI,KANNUR,1073.00,857.00,0.03,0.00,0.00,0.00
2021,01,CHENNAI,KANNUR,966.00,1132.00,0.92,0.00,0.00,0.00
2021,02,CHENNAI,KANNUR,880.00,1043.00,0.24,0.00,0.00,0.00
2021,03,CHENNAI,KANNUR,978.00,1123.00,0.67,0.00,0.00,0.00
2021,04,CHENNAI,KANNUR,2070.00,1417.00,0.53,0.00,0.00,0.00
2021,06,CHENNAI,KANNUR,966.00,1049.00,0.52,0.00,0.00,0.00
2021,07,CHENNAI,KANNUR,1356.00,1653.00,1.14,0.00,0.00,0.00
2021,08,CHENNAI,KANNUR,1830.00,1472.00,0.68,0.00,0.00,0.00
2021,09,CHENNAI,KANNUR,1666.00,1388.00,0.26,0.00,0.00,0.00
2021,10,CHENNAI,KANNUR,2142.00,1646.00,0.40,0.00,0.00,0.00
2021,11,CHENNAI,KANNUR,2058.00,1451.00,0.38,0.00,0.00,0.00
2021,12,CHENNAI,KANNUR,2217.00,1935.00,1.38,0.00,0.00,0.00
2022,01,CHENNAI,KANNUR,1396.00,1357.00,1.02,0.00,0.00,0.00
2022,02,CHENNAI,KANNUR,1030.00,1077.00,0.68,0.00,0.00,0.00
2022,03,CHENNAI,KANNUR,2051.00,1864.00,0.78,0.00,0.00,0.00
2022,04,CHENNAI,KANNUR,2163.00,1993.00,0.07,0.00,0.00,0.00
2022,05,CHENNAI,KANNUR,2297.00,2196.00,0.13,0.01,0.00,0.00
2022,06,CHENNAI,KANNUR,2086.00,1897.00,0.32,0.04,0.00,0.00
2022,07,CHENNAI,KANNUR,2104.00,1946.00,0.26,0.03,0.00,0.00
2022,08,CHENNAI,KANNUR,2096.00,1766.00,0.21,0.00,0.00,0.00
2022,09,CHENNAI,KANNUR,1633.00,1515.00,0.17,0.00,0.00,0.00
2022,10,CHENNAI,KANNUR,1608.00,1732.00,0.28,0.03,0.00,0.00
2022,11,CHENNAI,KANNUR,1626.00,1499.00,0.21,0.00,0.00,0.00
2022,12,CHENNAI,KANNUR,1998.00,1436.00,0.29,0.00,0.00,0.00
2023,01,CHENNAI,KANNUR,1725.00,1774.00,0.75,0.03,0.00,0.00
2023,02,CHENNAI,KANNUR,1836.00,1382.00,0.83,0.04,0.00,0.00
2023,03,CHENNAI,KANNUR,2012.00,1912.00,0.21,0.00,0.00,0.00
2023,04,CHENNAI,KANNUR,2058.00,2113.00,0.19,0.00,0.00,0.00
2023,05,CHENNAI,KANNUR,2243.00,2225.00,0.04,0.03,0.00,0.00
2023,06,CHENNAI,KANNUR,2089.00,1817.00,0.01,0.04,0.00,0.00
2023,07,CHENNAI,KANNUR,2170.00,1821.00,0.01,0.03,0.00,0.00
2023,08,CHENNAI,KANNUR,2211.00,1983.00,0.03,0.01,0.00,0.00
2023,09,CHENNAI,KANNUR,1830.00,1758.00,0.14,0.06,0.00,0.00
2023,10,CHENNAI,KANNUR,1746.00,1655.00,0.10,0.05,0.00,0.00
2023,11,CHENNAI,KANNUR,1755.00,1928.00,0.03,0.01,0.00,0.00
2023,12,CHENNAI,KANNUR,1936.00,1574.00,0.04,0.04,0.00,0.00
2024,01,CHENNAI,KANNUR,1843.00,2042.00,0.55,0.00,0.00,0.00
2024,02,CHENNAI,KANNUR,1593.00,1587.00,0.40,0.04,0.00,0.00
2024,03,CHENNAI,KANNUR,1572.00,1584.00,0.10,0.02,0.00,0.00
2024,04,CHENNAI,KANNUR,1935.00,1815.00,0.13,0.01,0.00,0.00
2024,06,CHENNAI,KANNUR,3307.00,3307.00,1.48,0.07,0.00,0.00
2024,07,CHENNAI,KANNUR,3807.00,3035.00,0.86,0.32,0.00,0.00
2024,08,CHENNAI,KANNUR,3770.00,3603.00,1.34,0.28,0.00,0.00
2024,09,CHENNAI,KANNUR,3371.00,3490.00,0.08,0.15,0.00,0.00
2024,10,CHENNAI,KANNUR,2887.00,3140.00,0.69,0.18,0.00,0.00
2024,11,CHENNAI,KANNUR,3715.00,2862.00,0.76,0.04,0.00,0.00
2024,12,CHENNAI,KANNUR,4434.00,3460.00,0.80,0.01,0.00,0.00
2025,01,CHENNAI,KANNUR,3029.00,3756.00,0.58,0.02,0.00,0.00
2025,02,CHENNAI,KANNUR,3133.00,3122.00,0.39,0.12,0.06,0.00
2025,03,CHENNAI,KANNUR,2273.00,1882.00,2.05,0.04,0.07,0.00
2021,11,CHENNAI,KANPUR,190.00,288.00,0.00,0.00,0.00,0.00
2022,10,CHENNAI,KANPUR,0.00,1.00,0.00,0.00,0.00,0.00
2022,11,CHENNAI,KANPUR,43.00,70.00,0.00,0.00,0.00,0.00
2022,12,CHENNAI,KANPUR,105.00,164.00,0.00,0.00,0.00,0.00
2023,01,CHENNAI,KANPUR,87.00,63.00,0.00,0.00,0.00,0.00
2023,02,CHENNAI,KANPUR,187.00,29.00,0.00,0.00,0.00,0.00
2023,03,CHENNAI,KANPUR,163.00,87.00,0.00,0.00,0.00,0.00
2023,04,CHENNAI,KANPUR,144.00,59.00,0.02,0.00,0.00,0.00
2023,05,CHENNAI,KANPUR,189.00,90.00,0.07,0.00,0.00,0.00
2023,06,CHENNAI,KANPUR,190.00,87.00,0.02,0.00,0.00,0.00
2023,07,CHENNAI,KANPUR,193.00,92.00,0.00,0.00,0.00,0.00
2023,08,CHENNAI,KANPUR,291.00,95.00,0.05,0.00,0.00,0.00
2023,09,CHENNAI,KANPUR,260.00,78.00,0.00,0.00,0.00,0.00
2023,10,CHENNAI,KANPUR,217.00,205.00,0.00,0.00,0.00,0.00
2023,11,CHENNAI,KANPUR,217.00,179.00,0.03,0.00,0.00,0.00
2023,12,CHENNAI,KANPUR,209.00,251.00,7.04,0.00,0.00,0.00
2024,01,CHENNAI,KANPUR,4.00,8.00,0.00,0.00,0.00,0.00
2024,10,CHENNAI,KANPUR,2.00,14.00,0.00,0.00,0.00,0.00
2024,11,CHENNAI,KANPUR,66.00,21.00,0.09,0.00,0.00,0.00
2024,12,CHENNAI,KANPUR,79.00,63.00,0.00,0.00,0.00,0.00
2019,05,CHENNAI,KOCHI,33686.00,29416.00,110.09,35.35,4.65,4.00
2019,06,CHENNAI,KOCHI,31638.00,30342.00,102.84,18.33,5.39,4.54
2019,07,CHENNAI,KOCHI,34060.00,32291.00,119.89,32.97,5.64,3.69
2019,08,CHENNAI,KOCHI,29161.00,26474.00,108.55,24.85,6.93,4.03
2019,09,CHENNAI,KOCHI,31364.00,29782.00,102.89,28.37,4.03,3.67
2019,10,CHENNAI,KOCHI,29035.00,28621.00,92.55,35.76,9.53,3.94
2019,11,CHENNAI,KOCHI,29551.00,28542.00,96.55,20.06,16.95,3.56
2019,12,CHENNAI,KOCHI,28098.00,28486.00,101.00,26.71,14.77,5.07
2020,01,CHENNAI,KOCHI,27907.00,30565.00,98.02,48.00,12.91,1.21
2020,02,CHENNAI,KOCHI,23768.00,25924.00,74.83,26.60,8.78,0.36
2020,03,CHENNAI,KOCHI,12556.00,12787.00,46.08,16.32,2.21,0.00
2020,05,CHENNAI,KOCHI,459.00,174.00,20.67,4.19,3.14,0.59
2020,06,CHENNAI,KOCHI,3064.00,2155.00,50.31,32.16,18.77,2.60
2020,07,CHENNAI,KOCHI,1407.00,2224.00,5.80,6.53,5.25,4.60
2020,08,CHENNAI,KOCHI,1580.00,2665.00,7.38,6.81,17.25,4.18
2020,09,CHENNAI,KOCHI,3704.00,3891.00,9.59,7.06,24.21,4.74
2020,10,CHENNAI,KOCHI,5563.00,3994.00,12.70,8.19,21.67,4.77
2020,11,CHENNAI,KOCHI,7795.00,5559.00,37.92,17.78,12.18,2.66
2020,12,CHENNAI,KOCHI,10325.00,7333.00,35.59,20.35,11.85,3.59
2021,01,CHENNAI,KOCHI,11031.00,8371.00,56.93,21.32,14.66,4.33
2021,02,CHENNAI,KOCHI,9143.00,9860.00,50.25,15.14,10.69,7.24
2021,03,CHENNAI,KOCHI,6678.00,8344.00,50.43,15.71,14.20,9.11
2021,04,CHENNAI,KOCHI,9996.00,8405.00,83.67,16.63,7.28,6.15
2021,06,CHENNAI,KOCHI,2569.00,2751.00,5.06,4.54,6.25,5.85
2021,07,CHENNAI,KOCHI,4454.00,4800.00,14.06,6.55,10.29,7.65
2021,08,CHENNAI,KOCHI,6498.00,5240.00,29.49,9.14,10.88,11.57
2021,09,CHENNAI,KOCHI,6015.00,6752.00,31.42,10.46,11.51,8.10
2021,10,CHENNAI,KOCHI,7060.00,8510.00,38.29,12.55,7.72,8.36
2021,11,CHENNAI,KOCHI,11475.00,10967.00,15.80,11.60,10.91,7.44
2021,12,CHENNAI,KOCHI,18108.00,17136.00,27.41,16.92,12.98,5.33
2022,01,CHENNAI,KOCHI,8706.00,10043.00,25.34,23.57,12.81,4.10
2022,02,CHENNAI,KOCHI,8649.00,9128.00,22.86,26.47,9.97,2.98
2022,03,CHENNAI,KOCHI,14905.00,15078.00,20.34,27.22,12.28,3.21
2022,04,CHENNAI,KOCHI,18435.00,18381.00,24.11,29.31,12.27,3.26
2022,05,CHENNAI,KOCHI,21462.00,20870.00,29.07,34.16,11.13,2.63
2022,06,CHENNAI,KOCHI,18983.00,19362.00,30.64,23.83,10.52,4.71
2022,07,CHENNAI,KOCHI,17849.00,17476.00,34.40,21.70,11.12,5.17
2022,08,CHENNAI,KOCHI,18763.00,17274.00,27.26,33.81,12.13,5.24
2022,09,CHENNAI,KOCHI,19690.00,19345.00,31.26,20.26,10.21,5.88
2022,10,CHENNAI,KOCHI,20467.00,21498.00,28.64,34.31,10.53,4.71
2022,11,CHENNAI,KOCHI,25657.00,26700.00,29.35,14.73,9.86,4.30
2022,12,CHENNAI,KOCHI,28287.00,25264.00,26.51,14.06,11.17,4.64
2023,01,CHENNAI,KOCHI,24822.00,25131.00,22.54,15.39,8.94,4.38
2023,02,CHENNAI,KOCHI,24532.00,24215.00,27.83,12.54,8.95,3.53
2023,03,CHENNAI,KOCHI,24738.00,24840.00,24.35,11.25,11.44,5.16
2023,04,CHENNAI,KOCHI,21255.00,21242.00,29.02,9.97,9.61,9.10
2023,05,CHENNAI,KOCHI,25743.00,24771.00,36.28,13.58,14.32,9.72
2023,06,CHENNAI,KOCHI,22183.00,23242.00,31.07,12.35,13.28,5.49
2023,07,CHENNAI,KOCHI,25087.00,23839.00,42.71,17.44,13.99,5.11
2023,08,CHENNAI,KOCHI,26125.00,25245.00,61.60,14.05,11.76,4.68
2023,09,CHENNAI,KOCHI,22559.00,22757.00,48.11,18.05,11.26,4.43
2023,10,CHENNAI,KOCHI,20575.00,21756.00,39.05,12.58,12.60,3.59
2023,11,CHENNAI,KOCHI,22862.00,22914.00,31.58,11.56,16.57,4.15
2023,12,CHENNAI,KOCHI,24398.00,22543.00,31.32,10.98,17.87,5.59
2024,01,CHENNAI,KOCHI,23572.00,25639.00,40.79,11.40,18.90,6.64
2024,02,CHENNAI,KOCHI,21303.00,22883.00,30.64,13.15,20.11,5.10
2024,03,CHENNAI,KOCHI,21705.00,22906.00,35.11,14.54,16.24,4.53
2024,04,CHENNAI,KOCHI,22784.00,23334.00,30.26,10.53,13.65,4.87
2024,06,CHENNAI,KOCHI,21350.00,24994.00,45.94,17.59,17.06,6.45
2024,07,CHENNAI,KOCHI,24198.00,23492.00,50.37,22.24,17.88,7.02
2024,08,CHENNAI,KOCHI,25488.00,26118.00,58.46,19.32,16.88,6.85
2024,09,CHENNAI,KOCHI,26097.00,28272.00,49.85,21.24,13.46,5.86
2024,10,CHENNAI,KOCHI,28747.00,29926.00,47.56,24.43,14.50,6.24
2024,11,CHENNAI,KOCHI,32946.00,31440.00,47.47,24.19,9.81,7.83
2024,12,CHENNAI,KOCHI,35369.00,33057.00,66.69,88.59,11.27,9.46
2025,01,CHENNAI,KOCHI,32157.00,36445.00,60.39,12.50,7.07,8.11
2025,02,CHENNAI,KOCHI,27933.00,28378.00,30.62,13.17,12.79,7.21
2025,03,CHENNAI,KOCHI,27977.00,28577.00,29.80,17.12,13.65,7.72
2022,05,CHENNAI,KOLHAPUR,0.00,4.00,0.00,0.00,0.00,0.00
2019,05,CHENNAI,KOLKATA,46799.00,45928.00,570.81,361.79,28.19,3.38
2019,06,CHENNAI,KOLKATA,54347.00,55773.00,565.85,305.51,25.42,5.71
2019,07,CHENNAI,KOLKATA,56730.00,57303.00,626.06,215.93,25.67,4.62
2019,08,CHENNAI,KOLKATA,57959.00,56623.00,565.48,222.97,27.40,6.51
2019,09,CHENNAI,KOLKATA,61906.00,58732.00,416.81,246.27,25.82,5.00
2019,10,CHENNAI,KOLKATA,67643.00,62004.00,366.69,274.49,25.54,4.03
2019,11,CHENNAI,KOLKATA,61753.00,59383.00,250.71,295.88,31.32,3.52
2019,12,CHENNAI,KOLKATA,66032.00,61624.00,237.33,321.59,27.94,8.95
2020,01,CHENNAI,KOLKATA,63778.00,60992.00,221.89,306.96,31.51,8.05
2020,02,CHENNAI,KOLKATA,62423.00,56559.00,420.32,239.07,32.26,3.43
2020,03,CHENNAI,KOLKATA,49270.00,33803.00,550.52,167.82,0.37,0.36
2020,05,CHENNAI,KOLKATA,624.00,336.00,322.27,187.02,0.23,0.00
2020,06,CHENNAI,KOLKATA,19333.00,5780.00,453.02,211.43,16.87,2.67
2020,07,CHENNAI,KOLKATA,4175.00,1585.00,118.80,27.30,3.46,1.12
2020,08,CHENNAI,KOLKATA,0.00,2116.00,0.00,15.73,0.00,0.00
2020,09,CHENNAI,KOLKATA,11267.00,19499.00,123.61,124.22,13.65,3.60
2020,10,CHENNAI,KOLKATA,16583.00,23611.00,166.14,148.66,14.70,8.75
2020,11,CHENNAI,KOLKATA,17589.00,22982.00,172.39,167.41,11.29,7.32
2020,12,CHENNAI,KOLKATA,19687.00,24706.00,166.60,227.15,27.34,26.89
2021,01,CHENNAI,KOLKATA,21040.00,27057.00,164.04,229.60,13.93,7.31
2021,02,CHENNAI,KOLKATA,22499.00,28323.00,237.49,193.71,5.30,6.40
2021,03,CHENNAI,KOLKATA,27514.00,28424.00,349.87,156.29,7.05,7.27
2021,04,CHENNAI,KOLKATA,14845.00,13488.00,178.34,130.47,4.84,4.02
2021,06,CHENNAI,KOLKATA,6058.00,10722.00,109.78,146.55,3.33,13.86
2021,07,CHENNAI,KOLKATA,12779.00,16876.00,199.67,204.76,8.19,4.18
2021,08,CHENNAI,KOLKATA,17215.00,28700.00,298.72,213.32,9.69,4.66
2021,09,CHENNAI,KOLKATA,21236.00,26665.00,217.15,245.30,16.06,7.62
2021,10,CHENNAI,KOLKATA,29477.00,29465.00,192.94,237.77,17.17,5.73
2021,11,CHENNAI,KOLKATA,34723.00,33042.00,148.23,265.47,16.94,5.05
2021,12,CHENNAI,KOLKATA,45272.00,44424.00,198.54,356.40,19.70,4.50
2022,01,CHENNAI,KOLKATA,31171.00,25953.00,148.72,206.66,15.62,6.58
2022,02,CHENNAI,KOLKATA,29696.00,27883.00,304.32,181.27,13.28,5.22
2022,03,CHENNAI,KOLKATA,38687.00,38581.00,374.55,191.56,14.40,6.14
2022,04,CHENNAI,KOLKATA,47473.00,39681.00,420.04,212.22,8.93,4.71
2022,05,CHENNAI,KOLKATA,45043.00,47135.00,348.65,420.18,8.10,2.66
2022,06,CHENNAI,KOLKATA,41061.00,38948.00,350.79,366.78,7.07,2.88
2022,07,CHENNAI,KOLKATA,37647.00,35476.00,331.80,238.84,9.64,2.72
2022,08,CHENNAI,KOLKATA,34390.00,37249.00,239.85,240.86,14.27,5.54
2022,09,CHENNAI,KOLKATA,32680.00,31216.00,204.62,217.52,13.02,6.10
2022,10,CHENNAI,KOLKATA,35398.00,32361.00,125.77,174.36,8.35,3.46
2022,11,CHENNAI,KOLKATA,28968.00,29595.00,154.18,198.17,17.17,5.45
2022,12,CHENNAI,KOLKATA,32425.00,32224.00,150.20,218.72,15.90,6.43
2023,01,CHENNAI,KOLKATA,33725.00,34897.00,156.64,205.18,17.06,7.70
2023,02,CHENNAI,KOLKATA,30667.00,30396.00,409.08,178.98,15.88,6.61
2023,03,CHENNAI,KOLKATA,40325.00,38586.00,527.00,212.63,19.77,9.93
2023,04,CHENNAI,KOLKATA,37308.00,31405.00,365.90,168.54,20.15,9.36
2023,05,CHENNAI,KOLKATA,35790.00,37343.00,304.44,382.73,27.25,7.62
2023,06,CHENNAI,KOLKATA,34888.00,34029.00,272.20,218.69,20.77,10.08
2023,07,CHENNAI,KOLKATA,34106.00,37115.00,295.07,196.34,18.84,8.20
2023,08,CHENNAI,KOLKATA,38176.00,36820.00,204.39,214.46,20.43,8.07
2023,09,CHENNAI,KOLKATA,33501.00,32775.00,146.98,184.94,17.24,8.54
2023,10,CHENNAI,KOLKATA,35842.00,32524.00,172.73,173.36,16.73,6.22
2023,11,CHENNAI,KOLKATA,34782.00,32196.00,138.60,164.90,22.80,8.11
2023,12,CHENNAI,KOLKATA,35038.00,36064.00,161.27,187.24,29.10,12.37
2024,01,CHENNAI,KOLKATA,32088.00,32124.00,192.38,202.83,29.95,15.95
2024,02,CHENNAI,KOLKATA,32266.00,30847.00,318.74,172.77,18.37,15.86
2024,03,CHENNAI,KOLKATA,44472.00,37725.00,340.61,174.33,15.56,14.54
2024,04,CHENNAI,KOLKATA,46559.00,36085.00,357.76,161.78,14.25,14.07
2024,06,CHENNAI,KOLKATA,46624.00,46039.00,273.51,271.67,15.11,3.44
2024,07,CHENNAI,KOLKATA,41965.00,46331.00,258.07,206.26,17.82,6.67
2024,08,CHENNAI,KOLKATA,43546.00,43554.00,265.07,213.02,21.09,3.25
2024,09,CHENNAI,KOLKATA,49351.00,42430.00,244.14,197.44,13.69,7.70
2024,10,CHENNAI,KOLKATA,52942.00,46421.00,186.59,206.48,13.19,2.89
2024,11,CHENNAI,KOLKATA,40000.00,38960.00,178.75,198.58,20.30,8.66
2024,12,CHENNAI,KOLKATA,45382.00,43726.00,185.14,227.33,21.36,12.64
2025,01,CHENNAI,KOLKATA,44780.00,43590.00,192.72,230.20,19.90,12.75
2025,02,CHENNAI,KOLKATA,39340.00,38059.00,314.44,223.26,13.95,1.70
2025,03,CHENNAI,KOLKATA,42789.00,40161.00,373.07,202.74,13.33,4.01
2019,05,CHENNAI,KOZHIKODE,5962.00,5692.00,5.73,4.99,0.00,0.00
2019,06,CHENNAI,KOZHIKODE,5404.00,5400.00,6.38,4.50,0.00,0.00
2019,07,CHENNAI,KOZHIKODE,4896.00,4300.00,3.15,1.17,0.00,0.00
2019,08,CHENNAI,KOZHIKODE,4226.00,3973.00,1.64,0.07,0.00,0.00
2019,09,CHENNAI,KOZHIKODE,3559.00,3377.00,0.91,0.03,0.00,0.00
2019,10,CHENNAI,KOZHIKODE,3230.00,3499.00,1.47,0.01,1.47,0.00
2019,11,CHENNAI,KOZHIKODE,3938.00,3792.00,1.55,0.01,3.23,0.00
