Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
16,2,INDIGO,65124,77172,32.21,1007.86,68092,78353,30.48,1028.48,74450,61678,111.38,910.70
16,3,INDIGO,83584,68303,141.87,952.23,59674,77832,155.08,976.78,65590,78045,111.59,1056.78
16,4,INDIGO,75195,85018,123.00,1163.33,82165,82334,131.05,1113.24,97759,89596,111.00,950.00
17,1,INDIGO,94494,98127,132.00,1004.00,80821,87205,108.00,1037.00,99089,102164,138.00,1244.00
17,2,INDIGO,105509,115573,232.37,1412.34,121095,123711,216.93,1645.39,127110,95462,154.00,1719.81
17,3,INDIGO,136527,127258,106.00,1731.10,129154,135926,139.41,1795.38,104040,143697,138.86,1563.79
17,4,INDIGO,124147,134444,173.90,1632.22,124692,125700,189.97,1532.27,147493,142627,200.91,1551.44
18,1,INDIGO,151862,168702,194.01,1669.85,134704,149767,214.08,1680.58,151340,165321,313.19,1971.83
18,2,INDIGO,150494,168334,274.17,1815.85,164796,169246,211.96,1830.48,175655,142672,149.22,1187.90
18,3,INDIGO,179974,163288,149.09,1552.92,163814,170966,155.37,1693.76,138072,180821,94.07,1813.27
18,4,INDIGO,186116,189176,144.67,2029.54,216964,206450,112.02,1665.35,255779,237353,204.39,2125.17
19,1,INDIGO,245641,252529,250.09,2211.65,211075,227024,216.42,2194.74,246942,261555,343.40,2502.71
19,2,INDIGO,242106,263805,286.06,2284.71,244975,238013,231.95,2356.53,273689,234513,193.19,2311.64
19,3,INDIGO,295110,250007,288.42,2915.87,274607,309894,314.25,2895.70,262148,330651,386.89,3072.52
19,4,INDIGO,327405,318703,450.80,2549.52,354400,340812,535.66,2436.52,395213,378410,516.54,2566.82
20,1,INDIGO,374239,377744,451.91,2825.01,300755,320632,387.84,3293.44,130267,128976,261.79,1863.01
20,2,INDIGO,0,0,0.00,0.00,0,0,0.00,0.00,36838,3312,0.00,1.67
20,3,INDIGO,65846,7032,6.71,35.48,46929,17833,25.95,275.18,59956,37650,18.42,468.15
20,4,INDIGO,73705,54587,58.30,546.18,83893,58193,77.38,610.83,90924,81153,0.00,0.00
21,1,INDIGO,95976,82438,778.51,2282.38,95516,86253,593.99,2199.17,111440,97978,770.38,2772.65
21,2,INDIGO,91973,83519,490.54,2959.18,37486,22794,932.17,1953.90,36903,22772,544.32,2028.49
21,3,INDIGO,58327,43035,553.83,2452.63,54938,106422,559.73,3150.90,87617,151486,1143.17,4065.94
21,4,INDIGO,134794,171968,1039.45,4349.51,159124,187754,662.56,2767.56,202470,232158,544.02,3224.60
22,1,INDIGO,155028,224556,507.18,3700.05,165373,198029,589.71,3958.07,264889,270512,604.61,3995.28
22,2,INDIGO,223810,229473,305.54,2720.52,294509,319036,357.85,2617.32,357821,318986,419.61,2861.86
22,3,INDIGO,382674,351768,454.57,2954.32,306043,409479,412.53,2711.70,298045,382316,383.15,2755.72
22,4,INDIGO,350906,355799,360.91,2692.18,390637,358661,367.94,2444.51,417110,396057,298.23,2455.47
23,1,INDIGO,393523,417458,233.97,2175.31,356862,400645,292.78,2382.92,378904,448636,399.61,2890.88
23,2,INDIGO,374173,430224,344.79,2750.97,457089,470395,375.41,2977.71,514801,430401,320.69,2256.65
23,3,INDIGO,501715,489494,252.53,2005.05,443567,547606,340.30,2004.46,417570,524448,354.39,1705.80
23,4,INDIGO,495958,483925,384.81,1796.87,547463,498360,357.94,1838.08,574588,548877,334.57,1721.35
24,1,INDIGO,496784,539686,327.34,1734.32,467692,498356,323.68,1951.87,483809,528048,329.79,2182.98
24,2,INDIGO,479640,531155,353.57,2208.45,550554,571343,549.65,3205.58,593415,500179,702.60,2628.19
17,3,INDONESIA AIRASIA X,0,0,0.00,0.00,6258,6221,0.00,44.00,6522,7723,3.65,97.97
17,4,INDONESIA AIRASIA X,9656,10719,2.29,109.22,7821,7918,66.99,151.88,9664,10745,86.36,101.66
18,1,INDONESIA AIRASIA X,9027,9456,102.95,87.14,3184,2663,88.51,57.31,2982,4171,29.34,52.40
18,2,INDONESIA AIRASIA X,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
15,1,IRAN AIR,1492,1169,0.41,40.50,1237,1494,0.81,47.00,1765,1445,1.22,36.31
15,2,IRAN AIR,792,1744,0.35,46.23,1933,2298,0.59,53.38,1815,619,0.75,31.55
15,3,IRAN AIR,846,860,0.39,24.03,1206,1582,1.25,38.86,1657,1433,8.86,39.87
15,4,IRAN AIR,1217,1593,7.47,47.11,1541,1813,1.26,22.10,2137,1418,2.63,43.19
16,1,IRAN AIR,1576,1471,1.70,31.70,1187,1233,0.79,36.24,1446,1340,4.68,29.37
16,2,IRAN AIR,1071,2294,0.69,28.78,2360,1866,2.81,13.46,800,283,1.50,38.44
16,3,IRAN AIR,688,844,0.65,35.84,993,964,14.10,9.29,1328,1539,13.46,20.32
16,4,IRAN AIR,965,852,9.80,18.01,1229,1098,0.54,10.79,1517,1190,0.20,16.51
17,1,IRAN AIR,1225,1180,1.39,4.19,843,842,0.65,1.03,1006,772,0.46,0.82
17,2,IRAN AIR,375,933,0.29,0.22,1223,823,1.33,7.86,629,375,0.61,3.80
17,3,IRAN AIR,483,569,3.02,3.35,666,655,3.36,2.83,782,935,10.65,6.74
17,4,IRAN AIR,872,825,1.79,4.08,1069,777,0.66,12.95,1087,1086,2.43,12.07
18,1,IRAN AIR,1284,808,0.85,9.88,1329,1239,0.21,7.59,1413,1442,1.14,15.11
18,2,IRAN AIR,657,1514,0.81,5.98,1480,865,0.23,29.48,804,520,9.00,15.58
18,3,IRAN AIR,1409,891,6.47,15.44,760,713,0.16,7.61,828,980,30.68,7.94
18,4,IRAN AIR,1298,1320,23.88,43.84,1881,1083,32.02,10.50,1520,1599,8.03,23.17
19,1,IRAN AIR,1473,880,19.95,38.12,1411,1503,6.17,47.97,1645,1408,2.81,44.00
19,2,IRAN AIR,1374,1899,2.88,46.08,1224,843,3.88,57.33,1731,1221,2.15,38.79
19,3,IRAN AIR,1138,779,2.75,30.26,1378,1159,3.14,39.25,1494,1468,3.09,36.51
20,1,IRAN AIR,1802,1255,3.79,54.05,1103,1147,5.35,14.11,42,72,0.09,9.86
20,3,IRAN AIR,53,276,14.41,27.24,15,85,1.85,50.21,21,182,10.93,35.34
20,4,IRAN AIR,27,149,68.48,42.94,54,88,50.35,47.70,41,125,28.62,65.59
21,1,IRAN AIR,66,195,1.27,9.57,20,126,0.00,6.74,146,261,0.46,9.29
21,2,IRAN AIR,43,91,0.69,2.08,0,0,78.02,16.24,39,95,0.00,32.30
21,3,IRAN AIR,15,83,0.00,78.53,43,156,2.86,4.91,60,94,13.47,0.00
21,4,IRAN AIR,46,112,0.01,0.18,101,178,1.06,7.17,253,356,0.26,9.79
22,1,IRAN AIR,213,160,1.14,3.85,102,221,1.58,7.11,322,287,0.30,6.38
22,2,IRAN AIR,131,245,0.33,5.59,450,909,0.04,9.06,681,448,0.11,7.79
22,4,IRAN AIR,414,443,11.11,10.00,395,118,0.53,6.27,466,415,4.95,9.49
23,2,IRAN AIR,127,299,2.83,1.17,253,470,0.09,0.56,602,204,5.22,0.29
23,4,IRAN AIR,160,216,3.21,0.18,357,296,5.67,6.02,721,602,5.75,5.25
24,1,IRAN AIR,428,288,2.41,0.38,265,352,0.25,13.74,733,352,0.03,5.21
15,1,IRAQI AIRWAYS,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
15,2,IRAQI AIRWAYS,0,302,0.00,0.00,0,303,0.00,0.00,0,237,0.00,0.00
15,3,IRAQI AIRWAYS,0,220,0.00,0.00,1524,946,0.00,0.00,1062,1060,0.00,0.00
15,4,IRAQI AIRWAYS,0,377,0.00,1.27,0,0,0.00,0.00,0,0,0.00,0.00
16,1,IRAQI AIRWAYS,0,60,0.00,0.00,0,68,0.00,0.00,993,858,0.00,0.00
16,2,IRAQI AIRWAYS,0,123,0.00,0.00,0,46,0.00,0.00,0,49,0.00,0.00
16,3,IRAQI AIRWAYS,0,66,0.00,0.00,1732,1609,0.00,0.00,0,67,0.00,0.00
16,4,IRAQI AIRWAYS,0,60,0.00,0.00,1459,1441,0.00,0.00,0,124,0.00,0.00
17,1,IRAQI AIRWAYS,0,30,0.00,0.00,0,37,0.00,0.00,1967,1932,0.00,0.00
17,2,IRAQI AIRWAYS,1697,1739,0.00,0.00,2041,2035,0.00,0.00,2041,2035,0.00,0.00
17,3,IRAQI AIRWAYS,1906,1813,0.00,0.00,1939,1909,0.00,0.00,1905,1944,0.00,0.00
17,4,IRAQI AIRWAYS,2460,2297,0.00,0.00,2198,2278,0.00,0.00,2204,2128,0.00,0.00
18,1,IRAQI AIRWAYS,2666,2555,0.00,0.00,2622,2463,0.00,0.00,3458,3282,0.00,0.00
18,2,IRAQI AIRWAYS,3094,3178,0.00,0.00,2943,3175,0.00,0.00,2798,2633,0.00,0.00
18,3,IRAQI AIRWAYS,3537,3158,0.00,0.00,3799,3482,0.00,0.00,2976,2874,0.00,0.00
18,4,IRAQI AIRWAYS,3402,3388,0.00,0.00,2901,3125,0.00,0.00,3103,2851,0.00,0.00
19,1,IRAQI AIRWAYS,2728,2977,0.00,0.00,2676,2587,0.00,0.00,2587,2704,0.00,0.00
19,2,IRAQI AIRWAYS,3375,3294,0.00,0.00,2877,3457,0.00,0.00,3360,2787,0.00,0.00
19,3,IRAQI AIRWAYS,9438,8534,0.00,0.00,8443,9257,0.81,35.59,4344,4479,0.00,0.00
19,4,IRAQI AIRWAYS,2981,3628,0.00,0.00,2540,2447,0.00,0.00,3079,2938,0.00,0.00
20,2,IRAQI AIRWAYS,2,938,0.00,0.00,6,141,0.00,0.00,541,98,5.04,5.04
20,3,IRAQI AIRWAYS,1000,3,0.00,0.00,5717,274,0.03,0.03,585,142,0.02,0.02
20,4,IRAQI AIRWAYS,644,499,0.00,0.85,1146,961,0.00,0.03,1688,1494,0.00,0.00
21,1,IRAQI AIRWAYS,1752,1841,0.00,0.00,604,1161,0.00,2.06,1371,1975,0.00,0.38
21,2,IRAQI AIRWAYS,1115,1243,0.00,0.00,1,1651,0.00,0.00,0,130,0.00,0.00
21,3,IRAQI AIRWAYS,11,160,0.00,0.00,15,241,0.00,0.00,562,604,0.00,0.00
21,4,IRAQI AIRWAYS,655,1538,0.00,0.00,1423,821,0.00,0.00,1628,1812,0.00,0.00
22,1,IRAQI AIRWAYS,1346,1487,0.00,1.90,1621,1556,0.00,1.20,1648,1851,0.00,3.08
22,2,IRAQI AIRWAYS,1716,1787,0.00,2.45,1527,1551,0.00,1.80,2103,1751,0.00,1.47
22,3,IRAQI AIRWAYS,2859,2585,0.00,0.30,2688,2643,0.00,1.81,2589,3057,0.00,3.78
22,4,IRAQI AIRWAYS,2371,2376,0.12,2.00,2232,2285,0.00,2.47,2055,2168,0.00,1.40
23,1,IRAQI AIRWAYS,1550,1796,0.00,1.80,1934,1843,0.00,1.80,1962,1870,0.00,1.50
23,2,IRAQI AIRWAYS,1515,1713,0.00,1.50,1935,1745,0.00,1.00,1884,1719,0.00,0.80
23,3,IRAQI AIRWAYS,2700,2389,0.12,1.30,2701,2659,0.12,1.60,2665,2986,0.12,1.50
23,4,IRAQI AIRWAYS,2700,2324,0.00,1.80,2462,2360,0.00,1.90,2206,2532,0.00,1.00
24,1,IRAQI AIRWAYS,2623,2742,0.00,1.60,2374,2437,0.12,1.80,2157,2519,0.95,1.21
24,2,IRAQI AIRWAYS,2150,2220,0.12,1.73,2795,2630,0.12,2.48,3402,2608,0.00,1.24
15,1,ISLAND AVIATION SERVICES,6242,7974,9.17,92.42,2703,2569,3.03,53.39,3383,3247,4.87,76.12
15,2,ISLAND AVIATION SERVICES,3019,3013,5.93,76.93,3383,3247,4.87,76.12,2865,3342,8.29,77.34
15,3,ISLAND AVIATION SERVICES,2968,2342,12.18,79.56,3751,3422,9.59,80.68,3405,3414,11.18,52.30
15,4,ISLAND AVIATION SERVICES,3240,4172,6.29,45.20,5980,4757,6.52,84.70,4929,4457,2.88,74.84
16,1,ISLAND AVIATION SERVICES,4269,6790,4.89,75.86,3491,3772,4.97,77.08,4466,4535,7.37,68.28
16,2,ISLAND AVIATION SERVICES,3972,4473,7.27,55.34,4163,4313,8.31,51.15,2745,3226,3.53,53.53
16,3,ISLAND AVIATION SERVICES,4095,3569,4.35,49.60,3818,4211,4.72,45.19,3803,4256,5.37,57.76
16,4,ISLAND AVIATION SERVICES,3425,3557,2.00,44.25,6233,3263,6.46,57.32,5360,6583,0.43,42.88
17,1,ISLAND AVIATION SERVICES,4014,5772,5.13,58.17,4436,4634,3.98,58.48,5175,5607,4.67,86.41
17,2,ISLAND AVIATION SERVICES,4312,4669,4.88,85.03,4133,4622,9.15,70.88,3814,3036,1.67,65.53
17,3,ISLAND AVIATION SERVICES,4460,4397,0.54,58.38,3905,3956,5.41,71.87,3380,4054,8.71,78.93
17,4,ISLAND AVIATION SERVICES,3653,3753,3.63,81.95,4359,3315,8.22,76.50,5199,4824,16.09,75.78
18,1,ISLAND AVIATION SERVICES,3541,3858,1.93,72.68,3541,3858,1.93,72.68,4599,5054,4.34,104.02
18,2,ISLAND AVIATION SERVICES,3732,4639,8.19,67.65,2315,3082,5.93,103.68,3375,2439,2.36,96.65
18,3,ISLAND AVIATION SERVICES,3598,3567,3.05,89.47,4053,3684,3.42,86.05,2968,3412,9.18,109.92
18,4,ISLAND AVIATION SERVICES,2741,2859,14.20,103.95,4542,3276,16.81,103.04,5003,4818,7.67,91.75
19,1,ISLAND AVIATION SERVICES,3791,4806,6.73,84.10,3581,4041,18.03,83.26,4867,5097,11.95,90.29
19,2,ISLAND AVIATION SERVICES,3578,3642,4.62,74.72,2724,2701,6.50,70.57,3760,4132,3.80,74.47
19,3,ISLAND AVIATION SERVICES,3834,3847,3.28,68.23,3901,3589,4.62,77.73,3020,3657,5.62,77.65
20,1,ISLAND AVIATION SERVICES,4256,5948,14.18,55.70,2830,2884,11.63,64.06,3059,3227,11.27,38.30
20,2,ISLAND AVIATION SERVICES,0,554,0.00,101.00,0,234,0.00,141.88,257,85,0.02,101.80
20,3,ISLAND AVIATION SERVICES,177,66,0.00,54.09,97,83,0.00,0.00,104,67,0.23,0.08
20,4,ISLAND AVIATION SERVICES,246,207,0.28,0.49,1665,324,0.15,4.09,447,442,0.30,6.36
21,1,ISLAND AVIATION SERVICES,535,1882,0.08,19.19,782,585,0.28,39.75,1045,1096,0.63,31.24
21,2,ISLAND AVIATION SERVICES,788,1066,0.16,50.42,662,695,0.09,46.63,2528,759,0.64,62.89
21,3,ISLAND AVIATION SERVICES,2046,1658,3.00,44.80,1029,3420,0.01,36.55,1052,1395,0.33,66.63
21,4,ISLAND AVIATION SERVICES,2501,1762,0.22,118.22,3198,3338,0.18,109.22,5960,3839,0.31,123.72
22,1,ISLAND AVIATION SERVICES,3133,4738,0.41,94.58,2477,2395,0.29,106.89,3396,3702,0.38,87.81
22,2,ISLAND AVIATION SERVICES,2208,2373,0.12,115.70,3829,3006,0.37,109.84,4678,3640,0.10,107.39
22,3,ISLAND AVIATION SERVICES,6018,5635,0.16,94.49,3419,4814,0.38,621.72,3508,3447,0.07,108.34
22,4,ISLAND AVIATION SERVICES,3498,3715,0.58,93.30,2568,2673,0.56,74.83,4655,3375,0.71,82.09
23,1,ISLAND AVIATION SERVICES,3790,4364,0.19,37.79,3621,3572,0.47,40.43,2745,3708,0.13,70.52
23,2,ISLAND AVIATION SERVICES,3080,2482,0.05,87.57,4574,3851,0.22,64.48,5756,3994,0.56,73.63
23,3,ISLAND AVIATION SERVICES,6261,6759,0.03,73.63,4020,5404,0.02,80.43,2549,3192,0.00,49.69
23,4,ISLAND AVIATION SERVICES,4407,3746,0.03,63.58,3766,3905,0.23,65.80,6921,4803,0.33,85.19
24,1,ISLAND AVIATION SERVICES,5249,6555,0.47,65.04,4590,4604,0.00,70.15,2399,3256,0.01,116.01
24,2,ISLAND AVIATION SERVICES,4245,2821,0.15,111.29,7962,7386,0.57,107.04,5508,5778,0.02,64.33
15,1,JAPAN AIRLINES,4439,4085,385.57,282.41,4799,4218,337.57,219.08,4207,5226,400.43,291.73
15,2,JAPAN AIRLINES,3267,3983,399.01,303.69,3152,4255,394.92,272.46,3774,4153,343.26,183.34
15,3,JAPAN AIRLINES,3792,3852,436.31,158.26,3625,4116,384.44,189.77,3789,4162,412.40,172.09
15,4,JAPAN AIRLINES,4273,3887,371.72,179.82,4098,3886,357.41,118.64,3990,4695,448.75,109.08
16,1,JAPAN AIRLINES,4034,4709,403.61,232.41,4197,4281,354.34,260.20,4388,5482,478.11,344.57
16,2,JAPAN AIRLINES,3724,4675,494.45,294.97,3152,4894,380.45,246.95,3400,3723,384.33,181.87
16,3,JAPAN AIRLINES,3855,3493,366.12,151.92,3179,3689,328.40,147.13,3185,3694,363.06,139.99
16,4,JAPAN AIRLINES,3546,3519,373.50,108.09,4167,3748,368.32,69.67,3658,4385,424.70,100.53
17,1,JAPAN AIRLINES,4096,4365,397.63,173.72,4302,4329,375.98,232.88,4060,5341,463.03,296.00
17,2,JAPAN AIRLINES,3613,4210,397.21,306.12,2923,4221,375.24,252.68,3411,3685,399.54,237.83
17,3,JAPAN AIRLINES,3932,3617,395.99,198.55,3604,3981,395.99,198.55,3595,3987,421.27,200.24
17,4,JAPAN AIRLINES,3960,3750,389.34,153.59,5035,4836,490.32,196.04,4690,5201,517.27,157.82
18,1,JAPAN AIRLINES,4952,5399,505.61,277.11,0,0,509.38,292.12,4415,5939,604.30,373.06
18,2,JAPAN AIRLINES,4415,5939,626.16,383.02,3429,4743,526.17,366.22,4109,4467,430.49,328.81
18,3,JAPAN AIRLINES,4884,4723,554.69,239.09,4488,5460,453.58,261.84,4768,5230,522.34,182.71
18,4,JAPAN AIRLINES,4604,4426,492.99,236.32,4807,4738,435.55,147.11,5495,5546,454.64,175.88
19,1,JAPAN AIRLINES,5078,5304,446.30,292.34,5050,5127,395.99,315.08,4127,5143,474.88,413.38
19,2,JAPAN AIRLINES,4444,4777,452.80,438.72,3605,5623,448.41,352.79,4943,5369,448.61,346.32
19,4,JAPAN AIRLINES,4867,4868,481.90,227.15,5780,5427,476.92,172.14,5480,5724,510.74,177.13
20,1,JAPAN AIRLINES,5340,5454,480.28,256.63,4686,5150,395.36,351.43,561,3653,285.71,314.89
20,2,JAPAN AIRLINES,0,771,0.11,12.78,95,438,65.92,98.87,0,350,125.43,159.62
20,3,JAPAN AIRLINES,206,443,174.14,156.46,448,422,153.72,127.63,321,281,231.06,165.13
20,4,JAPAN AIRLINES,276,438,199.50,147.12,536,311,330.83,169.74,414,770,288.80,182.12
21,1,JAPAN AIRLINES,644,410,333.08,140.83,486,326,492.91,210.27,512,528,546.38,285.65
21,2,JAPAN AIRLINES,416,1487,530.03,280.10,69,1438,388.04,173.08,173,308,178.94,144.85
21,3,JAPAN AIRLINES,392,219,129.13,124.34,654,1352,15.85,76.34,566,512,143.50,102.52
21,4,JAPAN AIRLINES,641,644,214.66,179.00,961,1581,235.16,525.27,1849,2686,211.89,170.46
22,1,JAPAN AIRLINES,747,2284,204.97,173.31,386,1391,239.62,192.61,859,3005,268.61,222.27
22,2,JAPAN AIRLINES,1451,2964,231.02,201.79,1264,3173,305.11,183.70,1606,2259,263.61,140.19
22,3,JAPAN AIRLINES,1814,2317,250.13,195.91,1571,2957,237.90,199.67,1497,2373,289.65,154.61
22,4,JAPAN AIRLINES,1774,2182,362.18,315.12,2689,3389,381.50,185.04,3398,5079,428.74,177.05
23,1,JAPAN AIRLINES,2942,5425,406.50,251.35,2778,4733,396.85,369.65,3047,6038,471.52,316.84
23,2,JAPAN AIRLINES,3790,6077,365.34,281.08,2812,6221,404.37,251.36,4212,5214,468.49,215.61
23,3,JAPAN AIRLINES,4555,5741,504.42,187.69,4175,6415,522.79,182.84,4320,5992,476.92,205.97
23,4,JAPAN AIRLINES,5866,5007,421.36,175.20,5425,4737,415.24,154.96,5530,5649,418.21,257.16
24,1,JAPAN AIRLINES,4338,5139,412.29,321.65,4413,5080,630.75,342.43,4270,6000,475.60,440.05
24,2,JAPAN AIRLINES,4354,5099,490.48,350.23,3830,5104,513.79,327.44,5081,4756,535.24,216.11
21,2,JAZEERA AIRWAYS,1649,7905,12.05,324.20,1496,170,38.89,108.09,4694,0,33.32,252.40
21,3,JAZEERA AIRWAYS,6217,2677,4.84,339.42,6625,0,0.00,413.09,7901,5790,0.00,237.73
21,4,JAZEERA AIRWAYS,7354,2509,104.57,368.54,14764,13225,9.63,158.65,17936,19629,3.29,261.85
22,1,JAZEERA AIRWAYS,13388,18232,40.57,224.05,12238,14260,16.67,238.96,16381,19249,40.07,307.39
22,2,JAZEERA AIRWAYS,14244,15110,22.29,314.93,14447,14839,39.65,243.32,18723,16166,11.15,269.20
22,3,JAZEERA AIRWAYS,17723,17858,15.95,215.69,12318,20113,33.18,239.39,12807,18140,38.14,237.99
22,4,JAZEERA AIRWAYS,16001,17868,19.90,252.86,15931,16397,20.61,262.86,19386,19042,23.45,229.87
23,1,JAZEERA AIRWAYS,15464,20418,36.06,208.52,13363,18575,37.66,244.02,14336,20081,44.67,266.56
23,2,JAZEERA AIRWAYS,14638,14723,34.61,251.94,18481,18633,34.22,255.22,16254,9209,13.82,217.32
23,3,JAZEERA AIRWAYS,15910,13593,12.40,212.32,11583,16373,5.30,206.36,20654,27482,9.29,307.98
23,4,JAZEERA AIRWAYS,14151,13806,25.91,191.29,12670,11104,11.46,174.05,13335,12580,12.41,172.74
24,1,JAZEERA AIRWAYS,10393,13132,29.69,163.55,9536,12386,37.44,165.94,10239,11645,41.21,233.11
24,2,JAZEERA AIRWAYS,10792,10987,20.00,128.84,12021,11937,18.54,149.24,12214,9549,2.88,125.01
15,1,JET AIRWAYS,320853,332116,4173.87,5383.52,272392,285407,3647.04,5084.73,288212,308710,3972.00,6002.00
15,2,JET AIRWAYS,271441,306572,3958.72,5599.07,295978,311967,4222.11,6226.35,295413,270825,3800.09,6288.39
15,3,JET AIRWAYS,314157,252636,3898.10,5927.86,280364,325454,4252.29,5916.36,259644,294673,3668.38,5382.57
15,4,JET AIRWAYS,286697,278631,3811.86,5701.59,304785,277164,3876.26,5406.36,331061,302552,4139.07,5593.70
16,1,JET AIRWAYS,308204,329373,3676.91,5175.07,257058,292735,3386.20,5236.98,291723,309805,4077.10,6138.17
16,2,JET AIRWAYS,286211,332474,3829.71,5770.87,309890,334897,3721.85,6112.18,336413,271347,3927.98,6443.64
16,3,JET AIRWAYS,362470,303004,4415.81,6054.92,324675,364661,4314.47,6553.38,292959,326512,4609.95,6418.65
16,4,JET AIRWAYS,312364,305432,4925.81,7121.79,328944,310865,5177.04,7214.11,402497,364712,5843.87,7614.21
17,1,JET AIRWAYS,378633,400155,5387.94,7617.71,292442,334102,5081.70,7699.00,315064,344315,6657.11,9343.50
17,2,JET AIRWAYS,302445,349944,5855.60,9357.03,334034,353372,6176.50,9646.11,367164,278812,6216.22,9392.49
17,3,JET AIRWAYS,370697,324630,5973.44,8894.46,350889,364276,6025.11,9180.17,287053,354819,5710.26,8607.60
17,4,JET AIRWAYS,335483,321144,6091.73,9116.09,362161,324806,6427.25,9753.46,416375,380272,6892.50,9413.70
18,1,JET AIRWAYS,391115,408992,5862.70,8700.29,330156,338328,5721.11,8046.65,347782,374206,6567.52,9285.76
18,2,JET AIRWAYS,299014,351808,7076.05,9403.35,315522,336725,6624.79,10032.73,370247,288280,6468.75,9408.50
18,3,JET AIRWAYS,395540,331948,6587.71,9085.07,350579,384278,6523.19,9088.14,311690,373203,6202.88,8872.35
18,4,JET AIRWAYS,318858,285708,5535.53,9018.07,335183,303803,5177.88,8143.66,373526,334481,5176.29,8038.29
19,1,JET AIRWAYS,354172,367815,4174.82,6895.66,282659,300650,4207.12,7110.83,168637,203249,3981.29,5131.49
15,1,KALITTA AIR,0,0,939.25,902.37,0,0,613.63,833.80,0,0,885.67,879.53
15,2,KALITTA AIR,0,0,824.07,674.69,0,0,874.00,866.97,0,0,587.33,801.45
15,3,KALITTA AIR,0,0,1269.73,1073.81,0,0,1083.34,862.75,0,0,1088.29,1074.01
15,4,KALITTA AIR,0,0,884.52,882.35,0,0,1164.15,640.86,0,0,1296.62,1074.82
16,1,KALITTA AIR,0,0,1340.27,1109.33,0,0,854.47,1221.55,0,0,1290.57,1067.00
16,2,KALITTA AIR,0,0,1131.62,998.48,0,0,1256.06,975.56,0,0,1270.82,1035.51
16,3,KALITTA AIR,0,0,1409.83,1155.25,0,0,1402.72,1174.74,0,0,1379.37,1203.23
16,4,KALITTA AIR,0,0,1325.11,1163.24,0,0,1231.86,1068.99,0,0,1262.05,1069.45
17,1,KALITTA AIR,0,0,1326.25,1135.50,0,0,1214.64,1294.69,0,0,1433.53,1295.88
17,2,KALITTA AIR,0,0,1377.27,1174.50,0,0,1711.70,1394.62,0,0,1598.44,1231.27
17,3,KALITTA AIR,0,0,1423.09,1220.44,0,0,1618.11,1286.55,0,0,1523.92,1297.85
17,4,KALITTA AIR,0,0,1330.40,1276.11,0,0,1174.63,1062.64,0,0,1162.06,1214.96
18,1,KALITTA AIR,0,0,1304.08,1140.61,0,0,1300.35,1617.05,0,0,1300.69,1403.29
18,2,KALITTA AIR,0,0,1392.04,1284.24,0,0,1561.11,1373.48,0,0,1513.78,1366.91
18,3,KALITTA AIR,0,0,1507.30,1311.25,0,0,1513.05,1458.09,0,0,1561.76,1342.40
18,4,KALITTA AIR,0,0,1950.68,1592.59,0,0,1170.72,1458.41,0,0,1416.68,1290.61
19,1,KALITTA AIR,0,0,1615.14,1472.40,0,0,1232.64,1663.09,0,0,1804.52,1570.10
19,2,KALITTA AIR,0,0,1593.27,1613.42,0,0,2016.96,1746.98,0,0,1871.05,1529.76
19,4,KALITTA AIR,0,0,1652.41,1712.73,0,0,1530.51,1346.15,0,0,1616.09,1327.11
20,1,KALITTA AIR,0,0,1774.54,920.92,0,0,1307.56,1172.82,0,0,1278.88,1241.80
20,2,KALITTA AIR,0,0,402.63,260.08,0,0,1087.72,886.47,0,0,69.93,12.99
15,1,KAM AIR,5000,3000,0.00,250.12,5500,3000,0.00,184.83,3800,4100,0.00,93.23
15,2,KAM AIR,3000,3000,0.00,28.29,3000,3500,0.00,66.68,2500,2500,0.00,28.50
15,3,KAM AIR,2400,1000,0.00,40.10,2500,1500,0.00,55.43,2400,1000,0.00,42.77
15,4,KAM AIR,0,0,0.00,57.85,0,0,0.00,47.80,3709,3233,0.00,49.45
16,1,KAM AIR,4360,3896,0.00,164.75,4435,4299,0.00,241.77,4077,5016,0.00,229.68
16,2,KAM AIR,2532,3737,0.00,250.95,3492,3776,0.00,194.26,3665,3948,0.00,212.77
16,3,KAM AIR,4194,3216,0.00,201.81,4708,3748,0.00,226.95,2175,3434,0.00,237.16
16,4,KAM AIR,4479,3705,0.00,194.55,4352,3974,0.00,231.70,4305,3318,0.00,214.79
17,1,KAM AIR,5810,4682,0.00,208.48,56,78,0.00,229.45,5255,5537,0.00,149.97
17,2,KAM AIR,4436,4737,0.00,174.09,3591,4671,0.00,231.35,2692,3657,0.00,223.00
17,3,KAM AIR,4204,3386,0.00,156.78,3678,3411,0.00,60.01,3692,3083,0.00,57.20
17,4,KAM AIR,4646,4171,0.00,66.87,4941,5064,0.00,316.13,5730,4301,0.00,316.13
18,1,KAM AIR,236,165,0.00,221.35,7125,6670,0.00,210.82,6338,7864,0.00,147.18
18,2,KAM AIR,5329,6034,3.25,294.07,3165,4813,0.00,40.67,2195,3356,0.00,149.95
